Date,SPY
2020-01-02,296.12530517578125
2020-01-03,293.88287353515625
2020-01-06,295.00421142578125
2020-01-07,294.1746826171875
2020-01-08,295.7424011230469
2020-01-09,297.747802734375
2020-01-10,296.89093017578125
2020-01-13,298.9328308105469
2020-01-14,298.4769287109375
2020-01-15,299.15155029296875
2020-01-16,301.6400146484375
2020-01-17,302.5788269042969
2020-01-21,301.986328125
2020-01-22,302.0228271484375
2020-01-23,302.3692321777344
2020-01-24,299.6802673339844
2020-01-27,294.87652587890625
2020-01-28,297.9665222167969
2020-01-29,297.7204895019531
2020-01-30,298.68670654296875
2020-01-31,293.2630920410156
2020-02-03,295.441650390625
2020-02-04,299.944580078125
2020-02-05,303.4082946777344
2020-02-06,304.42926025390625
2020-02-07,302.80670166015625
2020-02-10,305.0674133300781
2020-02-11,305.59600830078125
2020-02-12,307.5649719238281
2020-02-13,307.2366638183594
2020-02-14,307.7289123535156
2020-02-18,306.93597412109375
2020-02-19,308.4034423828125
2020-02-20,307.1364440917969
2020-02-21,303.9734802246094
2020-02-24,293.89202880859375
2020-02-25,284.98651123046875
2020-02-26,283.938232421875
2020-02-27,271.1861267089844
2020-02-28,270.0467224121094
2020-03-02,281.7415771484375
2020-03-03,273.674560546875
2020-03-04,285.1780090332031
2020-03-05,275.6981506347656
2020-03-06,271.1405944824219
2020-03-09,249.96595764160156
2020-03-10,262.9004211425781
2020-03-11,250.08447265625
2020-03-12,226.1571044921875
2020-03-13,245.49037170410156
2020-03-16,218.62789916992188
2020-03-17,230.4320831298828
2020-03-18,218.7646484375
2020-03-19,219.22955322265625
2020-03-20,209.78201293945312
2020-03-23,204.41824340820312
2020-03-24,222.93919372558594
2020-03-25,226.2766571044922
2020-03-26,239.48890686035156
2020-03-27,232.35556030273438
2020-03-30,239.90145874023438
2020-03-31,236.32566833496094
2020-04-01,225.68988037109375
2020-04-02,230.89773559570312
2020-04-03,227.56028747558594
2020-04-06,242.84469604492188
2020-04-07,243.0922393798828
2020-04-08,251.25247192382812
2020-04-09,255.0758514404297
2020-04-13,252.74693298339844
2020-04-14,260.2011413574219
2020-04-15,254.67247009277344
2020-04-16,255.90103149414062
2020-04-17,262.8143615722656
2020-04-20,258.18408203125
2020-04-21,250.3447265625
2020-04-22,255.90103149414062
